open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2026-07-20 11:00:00+00:00,77351.2,77733.0,77329.7,77590.2,3699.957,2026-07-20 11:59:59.999000+00:00,286892630.6,78428,2263.318,175537344.8,0
2026-07-20 12:00:00+00:00,77590.2,77617.2,76925.6,77175.3,10364.743,2026-07-20 12:59:59.999000+00:00,799934046.0,246527,5112.573,394530935.1,0
2026-07-20 13:00:00+00:00,77175.2,77545.0,76855.0,77410.0,9811.109,2026-07-20 13:59:59.999000+00:00,758296298.6,323549,4810.232,371886309.2,0
2026-07-20 14:00:00+00:00,77410.0,77825.8,77266.6,77423.0,9366.432,2026-07-20 14:59:59.999000+00:00,726543505.1,238257,4945.303,383654576.8,0
2026-07-20 15:00:00+00:00,77423.0,77527.2,76975.0,77301.0,5465.178,2026-07-20 15:59:59.999000+00:00,421971465.5,168492,2495.825,192699903.9,0
2026-07-20 16:00:00+00:00,77300.9,77685.4,77191.6,77537.1,4298.01,2026-07-20 16:59:59.999000+00:00,333045930.0,128495,2182.502,169117214.5,0
2026-07-20 17:00:00+00:00,77537.1,77600.0,77350.2,77375.5,2425.662,2026-07-20 17:59:59.999000+00:00,187913861.6,94533,1106.332,85710821.02,0
2026-07-20 18:00:00+00:00,77375.5,77677.2,77304.3,77630.6,3152.964,2026-07-20 18:59:59.999000+00:00,244464871.7,87105,1769.78,137212025.6,0
2026-07-20 19:00:00+00:00,77630.5,77735.2,77433.4,77679.6,3278.975,2026-07-20 19:59:59.999000+00:00,254496673.0,101829,1602.931,124422016.2,0
2026-07-20 20:00:00+00:00,77678.9,77735.6,77464.5,77464.5,1496.545,2026-07-20 20:59:59.999000+00:00,116152418.6,44196,722.144,56050798.53,0
2026-07-20 21:00:00+00:00,77464.5,77472.7,77183.7,77468.2,3045.356,2026-07-20 21:59:59.999000+00:00,235559638.7,95861,1642.781,127064934.5,0
2026-07-20 22:00:00+00:00,77468.1,77520.0,77339.9,77510.3,1594.079,2026-07-20 22:59:59.999000+00:00,123418431.9,46760,798.319,61809766.24,0
2026-07-20 23:00:00+00:00,77510.3,78051.0,77472.5,77929.1,6591.019,2026-07-20 23:59:59.999000+00:00,512798565.3,131921,4065.149,316290654.2,0
2026-07-21 00:00:00+00:00,77929.1,78150.0,77759.8,77818.1,5435.164,2026-07-21 00:59:59.999000+00:00,423592346.9,124375,2856.909,222723781.0,0
2026-07-21 01:00:00+00:00,77818.1,78071.2,77778.5,77915.5,3066.939,2026-07-21 01:59:59.999000+00:00,239090102.5,80665,1669.414,130137648.4,0
2026-07-21 02:00:00+00:00,77915.5,78066.0,77867.4,78039.1,1946.099,2026-07-21 02:59:59.999000+00:00,151727877.2,49775,1028.171,80170569.11,0
2026-07-21 03:00:00+00:00,78039.2,78143.2,77922.9,77993.5,2561.402,2026-07-21 03:59:59.999000+00:00,199781936.8,54804,1138.185,88783415.74,0
